id,name,score,score2
3529,Student3529,54,73
3530,Student3530,87,90
3531,Student3531,83,50
3532,Student3532,76,51
3533,Student3533,53,64
3534,Student3534,92,91
3535,Student3535,74,65
3536,Student3536,90,51
3537,Student3537,90,50
3538,Student3538,61,84
3539,Student3539,79,50
3540,Student3540,77,97
3541,Student3541,58,81
3542,Student3542,87,64
3543,Student3543,75,87
3544,Student3544,98,100
3545,Student3545,98,61
3546,Student3546,86,60
3547,Student3547,90,72
3548,Student3548,59,68
3549,Student3549,91,63
3550,Student3550,60,57
3551,Student3551,66,80
3552,Student3552,63,57
3553,Student3553,67,76
3554,Student3554,65,97
3555,Student3555,61,76
3556,Student3556,73,86
3557,Student3557,98,98
3558,Student3558,89,69
3559,Student3559,98,73
3560,Student3560,78,92
3561,Student3561,72,83
3562,Student3562,86,96
3563,Student3563,66,60
3564,Student3564,86,83
3565,Student3565,97,89
3566,Student3566,74,100
3567,Student3567,93,76
3568,Student3568,86,84
3569,Student3569,89,92
3570,Student3570,57,84
3571,Student3571,94,53
3572,Student3572,63,80
3573,Student3573,80,93
3574,Student3574,92,56
3575,Student3575,59,94
3576,Student3576,91,92
3577,Student3577,81,88
3578,Student3578,63,92
3579,Student3579,51,67
3580,Student3580,88,79
3581,Student3581,66,72
3582,Student3582,64,73
3583,Student3583,64,52
3584,Student3584,63,56
3585,Student3585,55,76
3586,Student3586,55,68
3587,Student3587,87,64
3588,Student3588,70,80
3589,Student3589,54,90
3590,Student3590,99,94
3591,Student3591,76,95
3592,Student3592,72,52
3593,Student3593,94,84
3594,Student3594,50,95
3595,Student3595,80,81
3596,Student3596,66,96
3597,Student3597,62,70
3598,Student3598,81,56
3599,Student3599,56,87
3600,Student3600,52,75
3601,Student3601,53,52
3602,Student3602,89,61
3603,Student3603,99,98
3604,Student3604,60,72
3605,Student3605,78,50
3606,Student3606,66,83
3607,Student3607,52,52
3608,Student3608,56,84
3609,Student3609,53,59
3610,Student3610,84,64
3611,Student3611,92,87
3612,Student3612,62,78
3613,Student3613,96,81
3614,Student3614,97,81
3615,Student3615,77,92
3616,Student3616,73,99
3617,Student3617,96,72
3618,Student3618,56,99
3619,Student3619,68,89
3620,Student3620,66,50
3621,Student3621,96,55
3622,Student3622,60,96
3623,Student3623,67,77
3624,Student3624,82,96
3625,Student3625,51,64
3626,Student3626,88,69
3627,Student3627,88,97
3628,Student3628,87,53
3629,Student3629,79,65
3630,Student3630,88,66
3631,Student3631,78,52
3632,Student3632,73,90
3633,Student3633,62,88
3634,Student3634,78,100
3635,Student3635,80,86
3636,Student3636,64,87
3637,Student3637,58,94
3638,Student3638,64,53
3639,Student3639,72,64
3640,Student3640,94,61
3641,Student3641,61,74
3642,Student3642,94,95
3643,Student3643,72,54
3644,Student3644,58,92
3645,Student3645,92,65
3646,Student3646,62,56
3647,Student3647,64,87
3648,Student3648,75,82
3649,Student3649,59,56
3650,Student3650,58,80
3651,Student3651,67,54
3652,Student3652,85,84
3653,Student3653,79,94
3654,Student3654,81,60
3655,Student3655,76,57
3656,Student3656,96,99
3657,Student3657,50,98
3658,Student3658,56,74
3659,Student3659,51,73
3660,Student3660,72,52
3661,Student3661,55,65
3662,Student3662,85,92
3663,Student3663,78,90
3664,Student3664,89,100
3665,Student3665,92,70
3666,Student3666,85,71
3667,Student3667,93,68
3668,Student3668,79,76
3669,Student3669,86,62
3670,Student3670,61,97
3671,Student3671,57,74
3672,Student3672,67,54
3673,Student3673,82,98
3674,Student3674,100,73
3675,Student3675,75,100
3676,Student3676,81,71
3677,Student3677,50,96
3678,Student3678,83,59
3679,Student3679,70,52
3680,Student3680,95,79
3681,Student3681,83,85
3682,Student3682,63,88
3683,Student3683,79,50
3684,Student3684,66,50
3685,Student3685,61,58
3686,Student3686,53,58
3687,Student3687,66,81
3688,Student3688,86,97
3689,Student3689,50,88
3690,Student3690,74,81
3691,Student3691,88,81
3692,Student3692,81,63
3693,Student3693,55,82
3694,Student3694,97,77
3695,Student3695,51,97
3696,Student3696,81,56
3697,Student3697,85,96
3698,Student3698,76,79
3699,Student3699,63,72
3700,Student3700,78,61
3701,Student3701,79,67
3702,Student3702,50,81
3703,Student3703,88,63
3704,Student3704,93,75
3705,Student3705,59,96
3706,Student3706,69,100
3707,Student3707,84,77
3708,Student3708,95,59
3709,Student3709,79,55
3710,Student3710,84,81
3711,Student3711,85,54
3712,Student3712,51,88
3713,Student3713,79,100
3714,Student3714,80,86
3715,Student3715,81,89
3716,Student3716,71,78
3717,Student3717,52,58
3718,Student3718,70,73
3719,Student3719,84,83
3720,Student3720,77,55
3721,Student3721,84,93
3722,Student3722,76,78
3723,Student3723,71,76
3724,Student3724,89,88
3725,Student3725,84,89
3726,Student3726,73,61
3727,Student3727,85,66
3728,Student3728,64,84
3729,Student3729,78,85
3730,Student3730,95,79
3731,Student3731,79,51
3732,Student3732,57,81
3733,Student3733,97,63
3734,Student3734,93,54
3735,Student3735,88,68
3736,Student3736,76,100
3737,Student3737,71,50
3738,Student3738,60,92
3739,Student3739,57,68
3740,Student3740,60,83
3741,Student3741,52,95
3742,Student3742,69,73
3743,Student3743,60,81
3744,Student3744,61,96
3745,Student3745,77,76
3746,Student3746,75,90
3747,Student3747,65,50
3748,Student3748,96,67
3749,Student3749,58,87
3750,Student3750,58,54
3751,Student3751,92,69
3752,Student3752,63,100
3753,Student3753,61,82
3754,Student3754,71,83
3755,Student3755,73,99
3756,Student3756,77,72
3757,Student3757,74,63
3758,Student3758,69,52
3759,Student3759,93,82
3760,Student3760,72,100
3761,Student3761,67,73
3762,Student3762,50,73
3763,Student3763,88,65
3764,Student3764,96,73
3765,Student3765,67,93
3766,Student3766,70,74
3767,Student3767,94,78
3768,Student3768,52,53
3769,Student3769,86,99
3770,Student3770,96,52
3771,Student3771,99,73
3772,Student3772,69,58
3773,Student3773,63,94
3774,Student3774,95,67
3775,Student3775,91,92
3776,Student3776,60,90
3777,Student3777,53,95
3778,Student3778,71,99
3779,Student3779,81,83
3780,Student3780,79,66
3781,Student3781,68,53
3782,Student3782,83,82
3783,Student3783,53,62
3784,Student3784,51,56
3785,Student3785,97,75
3786,Student3786,65,79
3787,Student3787,98,79
3788,Student3788,68,55
3789,Student3789,93,58
3790,Student3790,100,93
3791,Student3791,77,69
3792,Student3792,56,91
3793,Student3793,90,73
3794,Student3794,84,99
3795,Student3795,73,82
3796,Student3796,66,68
3797,Student3797,86,71
3798,Student3798,72,62
3799,Student3799,71,57
3800,Student3800,81,87
3801,Student3801,75,70
3802,Student3802,67,52
3803,Student3803,67,84
3804,Student3804,78,88
3805,Student3805,86,50
3806,Student3806,50,79
3807,Student3807,73,93
3808,Student3808,100,52
3809,Student3809,98,92
3810,Student3810,67,54
3811,Student3811,61,78
3812,Student3812,78,85
3813,Student3813,85,73
3814,Student3814,54,55
3815,Student3815,99,90
3816,Student3816,82,100
3817,Student3817,61,55
3818,Student3818,100,83
3819,Student3819,72,100
3820,Student3820,59,50
3821,Student3821,78,63
3822,Student3822,62,63
3823,Student3823,77,98
3824,Student3824,85,86
3825,Student3825,67,74
3826,Student3826,65,73
3827,Student3827,85,77
3828,Student3828,68,97
3829,Student3829,72,51
3830,Student3830,81,86
3831,Student3831,69,72
3832,Student3832,65,82
3833,Student3833,64,55
3834,Student3834,75,92
3835,Student3835,69,57
3836,Student3836,50,58
3837,Student3837,85,62
3838,Student3838,79,51
3839,Student3839,93,56
3840,Student3840,61,90
3841,Student3841,53,83
3842,Student3842,64,82
3843,Student3843,61,60
3844,Student3844,89,87
3845,Student3845,52,60
3846,Student3846,62,62
3847,Student3847,77,61
3848,Student3848,59,64
3849,Student3849,51,74
3850,Student3850,78,74
3851,Student3851,54,90
3852,Student3852,53,85
3853,Student3853,76,61
3854,Student3854,73,99
3855,Student3855,95,51
3856,Student3856,86,84
3857,Student3857,70,86
3858,Student3858,96,90
3859,Student3859,52,94
3860,Student3860,90,62
3861,Student3861,62,70
3862,Student3862,82,89
3863,Student3863,99,96
3864,Student3864,56,85
3865,Student3865,94,54
3866,Student3866,95,97
3867,Student3867,78,55
3868,Student3868,63,53
3869,Student3869,67,60
3870,Student3870,70,59
3871,Student3871,95,92
3872,Student3872,86,57
3873,Student3873,89,68
3874,Student3874,62,71
3875,Student3875,69,87
3876,Student3876,71,52
3877,Student3877,79,84
3878,Student3878,84,54
3879,Student3879,62,62
3880,Student3880,99,90
3881,Student3881,58,77
3882,Student3882,98,77
3883,Student3883,55,79
3884,Student3884,63,54
3885,Student3885,83,78
3886,Student3886,94,84
3887,Student3887,71,80
3888,Student3888,58,82
3889,Student3889,72,78
3890,Student3890,69,58
3891,Student3891,99,81
3892,Student3892,61,97
3893,Student3893,99,91
3894,Student3894,68,52
3895,Student3895,78,57
3896,Student3896,60,62
3897,Student3897,72,93
3898,Student3898,94,83
3899,Student3899,58,56
3900,Student3900,63,87
3901,Student3901,62,84
3902,Student3902,98,78
3903,Student3903,67,59
3904,Student3904,99,55
3905,Student3905,100,97
3906,Student3906,70,96
3907,Student3907,98,56
3908,Student3908,52,70
3909,Student3909,90,72
3910,Student3910,95,52
3911,Student3911,67,56
3912,Student3912,52,65
3913,Student3913,53,95
3914,Student3914,96,72
3915,Student3915,55,87
3916,Student3916,87,95
3917,Student3917,83,52
3918,Student3918,99,92
3919,Student3919,62,84
3920,Student3920,70,64
3921,Student3921,71,50
3922,Student3922,95,76
3923,Student3923,86,50
3924,Student3924,69,93
3925,Student3925,75,70
3926,Student3926,90,89
3927,Student3927,73,89
3928,Student3928,99,81
3929,Student3929,52,69
3930,Student3930,75,98
3931,Student3931,55,58
3932,Student3932,79,86
3933,Student3933,61,65
3934,Student3934,78,87
3935,Student3935,89,51
3936,Student3936,55,88
3937,Student3937,80,54
3938,Student3938,99,53
3939,Student3939,98,58
3940,Student3940,98,62
3941,Student3941,60,72
3942,Student3942,56,67
3943,Student3943,75,79
3944,Student3944,94,91
3945,Student3945,91,61
3946,Student3946,93,52
3947,Student3947,77,68
3948,Student3948,50,71
3949,Student3949,82,56
3950,Student3950,69,83
3951,Student3951,97,63
3952,Student3952,80,86
3953,Student3953,95,82
3954,Student3954,53,64
3955,Student3955,86,71
3956,Student3956,96,93
3957,Student3957,57,90
3958,Student3958,58,93
3959,Student3959,52,52
3960,Student3960,92,92
3961,Student3961,77,70
3962,Student3962,63,84
3963,Student3963,91,76
3964,Student3964,87,91
3965,Student3965,59,94
3966,Student3966,95,68
3967,Student3967,50,67
3968,Student3968,70,88
3969,Student3969,64,91
3970,Student3970,67,85
3971,Student3971,51,53
3972,Student3972,61,57
3973,Student3973,78,84
3974,Student3974,80,50
3975,Student3975,65,100
3976,Student3976,84,94
3977,Student3977,51,78
3978,Student3978,55,59
3979,Student3979,51,99
3980,Student3980,69,89
3981,Student3981,50,65
3982,Student3982,87,50
3983,Student3983,85,52
3984,Student3984,57,67
3985,Student3985,80,83
3986,Student3986,69,63
3987,Student3987,85,80
3988,Student3988,78,66
3989,Student3989,99,100
3990,Student3990,62,71
3991,Student3991,51,64
3992,Student3992,75,65
3993,Student3993,86,54
3994,Student3994,89,63
3995,Student3995,98,82
3996,Student3996,73,71
3997,Student3997,81,99
3998,Student3998,94,82
3999,Student3999,68,91
4000,Student4000,57,84
4001,Student4001,80,96
4002,Student4002,88,73
4003,Student4003,69,60
4004,Student4004,85,71
4005,Student4005,81,95
4006,Student4006,95,77
4007,Student4007,68,66
4008,Student4008,79,55
4009,Student4009,75,62
4010,Student4010,85,96
4011,Student4011,66,76
4012,Student4012,76,55
4013,Student4013,65,58
4014,Student4014,70,88
4015,Student4015,94,51
4016,Student4016,85,84
4017,Student4017,89,65
4018,Student4018,82,50
4019,Student4019,89,58
4020,Student4020,97,51
4021,Student4021,62,53
4022,Student4022,89,74
4023,Student4023,86,64
4024,Student4024,87,82
4025,Student4025,60,90
4026,Student4026,77,89
4027,Student4027,82,74
4028,Student4028,58,82
4029,Student4029,83,94
4030,Student4030,82,73
4031,Student4031,86,86
4032,Student4032,50,79
4033,Student4033,56,50
4034,Student4034,60,54
4035,Student4035,86,50
4036,Student4036,82,85
4037,Student4037,89,52
4038,Student4038,66,95
4039,Student4039,72,77
4040,Student4040,68,61
4041,Student4041,52,90
4042,Student4042,74,97
4043,Student4043,87,69
4044,Student4044,70,50
4045,Student4045,65,68
4046,Student4046,53,69
4047,Student4047,53,87
4048,Student4048,98,100
4049,Student4049,94,65
4050,Student4050,72,78
4051,Student4051,90,87
4052,Student4052,52,78
4053,Student4053,66,85
4054,Student4054,89,73
4055,Student4055,57,85
4056,Student4056,83,51
4057,Student4057,99,67
4058,Student4058,95,75
4059,Student4059,54,96
4060,Student4060,83,70
4061,Student4061,68,76
4062,Student4062,97,55
4063,Student4063,79,95
4064,Student4064,80,66
4065,Student4065,90,64
4066,Student4066,92,52
4067,Student4067,87,98
4068,Student4068,68,59
4069,Student4069,56,78
4070,Student4070,75,84
4071,Student4071,97,89
4072,Student4072,63,94
4073,Student4073,80,54
4074,Student4074,78,87
4075,Student4075,98,93
4076,Student4076,80,100
4077,Student4077,61,59
4078,Student4078,53,67
4079,Student4079,79,52
4080,Student4080,68,57
4081,Student4081,65,68
4082,Student4082,81,83
4083,Student4083,87,66
4084,Student4084,61,73
4085,Student4085,98,68
4086,Student4086,75,75
4087,Student4087,86,60
4088,Student4088,63,58
4089,Student4089,95,84
4090,Student4090,60,89
4091,Student4091,97,88
4092,Student4092,97,60
4093,Student4093,86,84
4094,Student4094,97,85
4095,Student4095,94,83
4096,Student4096,51,66
4097,Student4097,61,58
4098,Student4098,96,87
4099,Student4099,82,80
4100,Student4100,67,72
4101,Student4101,75,91
4102,Student4102,76,99
4103,Student4103,70,89
4104,Student4104,96,95
4105,Student4105,76,76
4106,Student4106,98,70
4107,Student4107,60,59
4108,Student4108,67,83
4109,Student4109,52,94
4110,Student4110,64,59
4111,Student4111,74,73
4112,Student4112,50,91
4113,Student4113,76,61
4114,Student4114,61,89
4115,Student4115,93,86
4116,Student4116,55,72
4117,Student4117,58,50
4118,Student4118,100,50
4119,Student4119,93,88
4120,Student4120,67,56
4121,Student4121,90,87
4122,Student4122,73,64
4123,Student4123,62,88
4124,Student4124,78,81
4125,Student4125,98,61
4126,Student4126,74,54
4127,Student4127,60,92
4128,Student4128,63,92
4129,Student4129,71,50
4130,Student4130,99,77
4131,Student4131,96,100
4132,Student4132,80,62
4133,Student4133,88,71
4134,Student4134,73,82
4135,Student4135,56,58
4136,Student4136,98,60
4137,Student4137,67,74
4138,Student4138,88,51
4139,Student4139,95,63
4140,Student4140,52,86
4141,Student4141,66,85
4142,Student4142,72,75
4143,Student4143,71,77
4144,Student4144,59,50
4145,Student4145,73,60
4146,Student4146,50,95
4147,Student4147,98,82
4148,Student4148,67,78
4149,Student4149,54,70
4150,Student4150,78,77
4151,Student4151,57,62
4152,Student4152,70,65
4153,Student4153,74,53
4154,Student4154,58,67
4155,Student4155,89,97
4156,Student4156,97,95
4157,Student4157,51,68
4158,Student4158,92,54
4159,Student4159,70,51
4160,Student4160,72,77
4161,Student4161,70,58
4162,Student4162,55,86
4163,Student4163,66,82
4164,Student4164,55,95
4165,Student4165,89,86
4166,Student4166,69,90
4167,Student4167,89,83
4168,Student4168,98,72
4169,Student4169,59,52
4170,Student4170,80,69
4171,Student4171,97,85
4172,Student4172,74,96
4173,Student4173,62,76
4174,Student4174,59,76
4175,Student4175,90,79
4176,Student4176,53,63
4177,Student4177,65,86
4178,Student4178,76,93
4179,Student4179,59,52
4180,Student4180,57,51
4181,Student4181,77,55
4182,Student4182,55,60
4183,Student4183,71,57
4184,Student4184,99,57
4185,Student4185,89,50
4186,Student4186,96,71
4187,Student4187,86,87
4188,Student4188,67,51
4189,Student4189,79,78
4190,Student4190,85,99
4191,Student4191,74,55
4192,Student4192,96,75
4193,Student4193,81,95
4194,Student4194,55,77
4195,Student4195,85,82
4196,Student4196,62,56
4197,Student4197,50,50
4198,Student4198,76,94
4199,Student4199,52,65
4200,Student4200,68,56
4201,Student4201,69,67
4202,Student4202,51,72
4203,Student4203,57,94
4204,Student4204,76,97
4205,Student4205,100,92
4206,Student4206,86,81
4207,Student4207,74,94
4208,Student4208,52,98
4209,Student4209,71,90
4210,Student4210,50,74
4211,Student4211,59,55
4212,Student4212,55,76
4213,Student4213,58,88
4214,Student4214,86,53
4215,Student4215,65,66
4216,Student4216,79,88
4217,Student4217,74,69
4218,Student4218,99,75
4219,Student4219,55,61
4220,Student4220,92,70
4221,Student4221,53,71
4222,Student4222,65,87
4223,Student4223,88,55
4224,Student4224,84,91
4225,Student4225,65,55
4226,Student4226,97,86
4227,Student4227,64,84
4228,Student4228,86,67
4229,Student4229,66,56
4230,Student4230,74,79
4231,Student4231,73,55
4232,Student4232,78,73
4233,Student4233,72,53
4234,Student4234,52,97
4235,Student4235,84,84
4236,Student4236,95,93
4237,Student4237,74,64
4238,Student4238,89,78
4239,Student4239,73,89
4240,Student4240,77,72
4241,Student4241,52,67
4242,Student4242,58,90
4243,Student4243,89,53
4244,Student4244,76,90
4245,Student4245,61,66
4246,Student4246,82,75
4247,Student4247,72,63
4248,Student4248,51,82
4249,Student4249,55,63
4250,Student4250,89,80
4251,Student4251,97,75
4252,Student4252,73,98
4253,Student4253,65,50
4254,Student4254,57,57
4255,Student4255,97,66
4256,Student4256,86,54
4257,Student4257,100,68
4258,Student4258,75,93
4259,Student4259,57,91
4260,Student4260,75,66
4261,Student4261,81,58
4262,Student4262,52,74
4263,Student4263,90,86
4264,Student4264,73,56
4265,Student4265,51,94
4266,Student4266,70,82
4267,Student4267,55,57
4268,Student4268,88,98
4269,Student4269,50,72
4270,Student4270,66,90
4271,Student4271,80,61
4272,Student4272,53,87
4273,Student4273,82,98
4274,Student4274,51,60
4275,Student4275,72,90
4276,Student4276,75,74
4277,Student4277,93,92
4278,Student4278,54,76
4279,Student4279,67,63
4280,Student4280,94,87
4281,Student4281,94,68
4282,Student4282,86,61
4283,Student4283,78,78
4284,Student4284,78,69
4285,Student4285,83,75
4286,Student4286,77,58
4287,Student4287,57,53
4288,Student4288,77,54
4289,Student4289,54,73
4290,Student4290,71,95
4291,Student4291,57,69
4292,Student4292,58,70
4293,Student4293,56,73
4294,Student4294,55,52
4295,Student4295,85,74
4296,Student4296,98,65
4297,Student4297,56,60
4298,Student4298,68,57
4299,Student4299,54,73
4300,Student4300,80,89
4301,Student4301,58,94
4302,Student4302,76,98
4303,Student4303,87,97
4304,Student4304,54,79
4305,Student4305,97,52
4306,Student4306,84,62
4307,Student4307,80,69
4308,Student4308,59,80
4309,Student4309,62,99
4310,Student4310,80,92
4311,Student4311,75,57
4312,Student4312,90,83
4313,Student4313,94,65
4314,Student4314,84,67
4315,Student4315,55,75
4316,Student4316,77,96
4317,Student4317,56,67
